"College Code","College Name","Category Name",University,District,Zone,Group,branch,"Total No of students","1st year","2nd year","3rd year","4th year"
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.Tech Chemical Engineering",88,0,0,44,44
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,,38,0,37,1,0
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Civil Engineering",316,37,49,114,116
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.Tech Biotechnology",112,44,35,33,0
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"ELECTRICAL AND ELECTRONICS ENGINEERING (FULL TIME)",1,0,0,1,0
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"ELECTRONICS AND COMMUNICATION ENGINEERING (FULL TIME)",3,0,3,0,0
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.Tech Information Technology",311,119,66,65,61
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Computer Science and Design",115,55,60,0,0
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.Tech Artificial Intelligence and Data Science",123,59,64,0,0
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.Tech Computer Science and Business System",108,0,53,55,0
9218,"Sree Sowdambika College of Engineering Aruppukottai ","Affilated Non - Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,"Zone XXII : Madurai",5,"B.E Electrical and Electronics Engineering",115,18,54,31,12
9218,"Sree Sowdambika College of Engineering Aruppukottai ","Affilated Non - Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,"Zone XXII : Madurai",5,"B.E Civil Engineering",65,2,29,23,11
9218,"Sree Sowdambika College of Engineering Aruppukottai ","Affilated Non - Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,"Zone XXII : Madurai",5,"B.E Electronics and Communication Engineering",94,43,18,15,18
9218,"Sree Sowdambika College of Engineering Aruppukottai ","Affilated Non - Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,"Zone XXII : Madurai",5,"B.E Mechanical Engineering",112,7,58,27,20
9218,"Sree Sowdambika College of Engineering Aruppukottai ","Affilated Non - Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,"Zone XXII : Madurai",5,"B.E Computer Science and Engineering",190,60,59,37,34
9219,"SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",18,7,4,1,6
9219,"SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering",7,2,4,0,1
9219,"SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",3,0,2,0,1
9219,"SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",3,3,0,0,0
9219,"SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",8,0,8,0,0
9220,"Sri Vidya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,"Zone XXII : Madurai",5,"B.E Computer Science and Engineering",100,42,29,6,23
9220,"Sri Vidya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,"Zone XXII : Madurai",5,"B.E Mechanical Engineering",48,9,6,9,24
9220,"Sri Vidya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,"Zone XXII : Madurai",5,"B.E Electrical and Electronics Engineering",28,3,9,6,10
9220,"Sri Vidya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,"Zone XXII : Madurai",5,"B.E Civil Engineering",25,4,3,0,18
9220,"Sri Vidya college of engineering and technology","Affilated Non - Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,"Zone XXII : Madurai",5,"B.E Electronics and Communication Engineering",47,23,7,8,9
9221,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Tech Computer Science and Business Systems",28,28,0,0,0
9221,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",142,22,54,22,44
9221,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Automobile Engineering",18,0,0,0,18
9221,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",240,61,66,58,55
9221,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",168,26,39,55,48
9221,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Tech Artificial Intelligence and Data Science",29,29,0,0,0
9221,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",443,127,114,87,115
9221,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering",53,0,15,23,15
9222,"Theni Kammavar Sangam College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Civil Engineering",38,7,3,15,13
9222,"Theni Kammavar Sangam College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",72,27,21,14,10
9222,"Theni Kammavar Sangam College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",204,56,55,52,41
9222,"Theni Kammavar Sangam College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",116,28,38,25,25
9222,"Theni Kammavar Sangam College of Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",150,51,45,25,29
9223,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL","University Constituent Colleges","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",104,8,48,25,23
9223,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL","University Constituent Colleges","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering",66,7,31,9,19
9223,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL","University Constituent Colleges","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",153,55,37,31,30
9223,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL","University Constituent Colleges","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering (Tamil Medium)",8,4,3,1,0
9223,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL","University Constituent Colleges","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",104,28,50,15,11
9223,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL","University Constituent Colleges","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering (Tamil Medium)",15,5,6,1,3
9223,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL","University Constituent Colleges","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,,1,0,0,0,0
9223,"UNIVERSITY COLLEGE OF ENGINEERING, DINDIGUL","University Constituent Colleges","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",192,57,57,35,43
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.Tech Biotechnology",206,54,53,52,47
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.Tech Information Technology",628,179,191,149,109
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",741,186,196,175,184
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Biomedical Engineering",209,56,46,51,56
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Computer and Communication Engineering",28,28,0,0,0
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,,2,0,0,2,0
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Civil Engineering",81,16,18,19,28
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.Tech Computer Science and Business Systems",54,54,0,0,0
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",337,74,64,89,110
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",707,174,202,151,180
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.Tech Computer Science and Business System",1,1,0,0,0
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.Tech Chemical Engineering",158,20,40,56,42
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.Tech Artificial Intelligence and Data Science",162,101,61,0,0
9225,"V.S.B. ENGINEERING COLLEGE, KARUR","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",231,48,66,59,58
9230,"Arulmurugan College Of Engineering, Karur","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",81,4,51,10,16
9230,"Arulmurugan College Of Engineering, Karur","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",40,2,23,6,9
9230,"Arulmurugan College Of Engineering, Karur","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",35,5,6,7,17
9230,"Arulmurugan College Of Engineering, Karur","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",98,28,34,13,23
9230,"Arulmurugan College Of Engineering, Karur","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Civil Engineering",33,1,23,7,2
9233,"GOVERNMENT COLLEGE OF ENGINEERING","Government College","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",199,44,57,51,47
9233,"GOVERNMENT COLLEGE OF ENGINEERING","Government College","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",200,53,52,41,54
9233,"GOVERNMENT COLLEGE OF ENGINEERING","Government College","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",207,57,54,51,45
9233,"GOVERNMENT COLLEGE OF ENGINEERING","Government College","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",200,50,42,51,57
9233,"GOVERNMENT COLLEGE OF ENGINEERING","Government College","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Civil Engineering",194,36,53,49,56
9236,"JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",1,0,0,1,0
9236,"JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",5,0,0,3,2
9236,"JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",11,9,0,1,1
9236,"JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering",2,0,0,0,2
9236,"JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",3,0,0,2,1
9238,"MANGAYARKARASI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Mechanical Engineering",141,33,35,30,43
9238,"MANGAYARKARASI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Civil Engineering",12,0,0,0,12
9238,"MANGAYARKARASI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.Tech Agriculture Engineering",60,60,0,0,0
9238,"MANGAYARKARASI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Electrical and Electronics Engineering",214,59,58,47,50
9238,"MANGAYARKARASI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Agriculture Engineering",115,0,58,57,0
9238,"MANGAYARKARASI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Computer Science and Engineering",238,60,63,60,55
9238,"MANGAYARKARASI COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Electronics and Communication Engineering",231,60,56,61,54
9240,"AGNI SCHOOL OF ARCHITECHTURE",Architecture,"ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Arch Architecture",8,0,0,0,8
9500,"ANNA UNIVERSITY REGIONAL CAMPUS, TIRUNELVELI","University Regional Campus","ANNA UNIVERSITY",TIRUNELVELI,"Zone XX : Tirunelveli-II",5,"B.E Geoinformatics",175,37,45,43,50
9500,"ANNA UNIVERSITY REGIONAL CAMPUS, TIRUNELVELI","University Regional Campus","ANNA UNIVERSITY",TIRUNELVELI,"Zone XX : Tirunelveli-II",5,"B.E Electronics and Communication Engineering",212,53,55,56,48
9500,"ANNA UNIVERSITY REGIONAL CAMPUS, TIRUNELVELI","University Regional Campus","ANNA UNIVERSITY",TIRUNELVELI,"Zone XX : Tirunelveli-II",5,"B.E Computer Science and Engineering",203,54,51,51,47
9500,"ANNA UNIVERSITY REGIONAL CAMPUS, TIRUNELVELI","University Regional Campus","ANNA UNIVERSITY",TIRUNELVELI,"Zone XX : Tirunelveli-II",5,"B.E Mechanical Engineering",200,40,53,54,53
9501,"A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",TENKASI,"Zone XVI : Tirunelveli-I",4,"B.E Computer Science and Engineering",1,0,1,0,0
9501,"A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",TENKASI,"Zone XVI : Tirunelveli-I",4,"B.E Civil Engineering",8,0,5,3,0
9501,"A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",TENKASI,"Zone XVI : Tirunelveli-I",4,"B.E Mechanical Engineering",10,0,3,5,2
9501,"A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",TENKASI,"Zone XVI : Tirunelveli-I",4,"B.E Electrical and Electronics Engineering",3,0,0,3,0
9503,"GRACE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,,1,0,0,1,0
9503,"GRACE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Computer Science and Engineering",189,104,54,27,4
9503,"GRACE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Electrical and Electronics Engineering",51,16,9,24,2
9503,"GRACE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Electronics and Communication Engineering",92,17,34,34,7
9503,"GRACE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Civil Engineering",19,4,6,6,3
9503,"GRACE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.Tech Artificial Intelligence and Data Science",28,28,0,0,0
9503,"GRACE COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Mechanical Engineering",55,9,10,33,3
9504,"Dr.G.U.Pope College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Mechanical Engineering",89,23,25,28,13
9504,"Dr.G.U.Pope College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Civil Engineering",41,9,13,11,8
9504,"Dr.G.U.Pope College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Electrical and Electronics Engineering",60,23,9,12,16
9504,"Dr.G.U.Pope College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Electronics and Communication Engineering",117,60,25,15,17
9504,"Dr.G.U.Pope College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Computer Science and Engineering",190,60,48,50,32
9505,"Dr.Sivanthi Aditanar College of Engineering, Tiruchendur","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Electronics and Communication Engineering",116,30,29,22,35
9505,"Dr.Sivanthi Aditanar College of Engineering, Tiruchendur","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Computer Science and Engineering",230,60,62,44,64
9505,"Dr.Sivanthi Aditanar College of Engineering, Tiruchendur","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Civil Engineering",48,14,9,10,15
9505,"Dr.Sivanthi Aditanar College of Engineering, Tiruchendur","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Electrical and Electronics Engineering",80,24,30,16,10
9505,"Dr.Sivanthi Aditanar College of Engineering, Tiruchendur","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.Tech Information Technology",116,30,31,26,29
9505,"Dr.Sivanthi Aditanar College of Engineering, Tiruchendur","Affilated Non - Autonomous","ANNA UNIVERSITY",THOOTHUKUDI,"Zone XX : Tirunelveli-II",5,"B.E Mechanical Engineering",69,13,15,17,24
9506,"EINSTEIN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUNELVELI,"Zone XVI : Tirunelveli-I",4,"B.E Electrical and Electronics Engineering",75,26,12,18,19
9506,"EINSTEIN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUNELVELI,"Zone XVI : Tirunelveli-I",4,"B.E Electronics and Communication Engineering",176,60,51,34,31
9506,"EINSTEIN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUNELVELI,"Zone XVI : Tirunelveli-I",4,"B.E Computer Science and Engineering",394,120,112,93,69
9506,"EINSTEIN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUNELVELI,"Zone XVI : Tirunelveli-I",4,"B.E Civil Engineering",37,7,16,8,6
9506,"EINSTEIN COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",TIRUNELVELI,"Zone XVI : Tirunelveli-I",4,"B.E Mechanical Engineering",114,13,22,31,48
9507,"FRANCIS XAVIER ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",TIRUNELVELI,,,"B.Tech Computer Science and Business Systems",7,7,0,0,0
9507,"FRANCIS XAVIER ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",TIRUNELVELI,,,"B.E Mechanical Engineering",392,48,105,130,109
9507,"FRANCIS XAVIER ENGINEERING COLLEGE","Affilated Autonomous","ANNA UNIVERSITY",TIRUNELVELI,,,"B.Tech Computer Science and Business System",94,37,57,0,0
