"College Code","College Name","Category Name",University,District,Zone,Group,branch,"Total No of students","1st year","2nd year","3rd year","4th year"
9129,"ULTRA College of Engineering& Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Electrical and Electronics Engineering",19,2,8,7,2
9129,"ULTRA College of Engineering& Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Electronics and Communication Engineering",34,8,15,6,5
9129,"ULTRA College of Engineering& Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Computer Science and Engineering",105,39,35,18,13
9129,"ULTRA College of Engineering& Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Civil Engineering",30,2,11,14,3
9129,"ULTRA College of Engineering& Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Mechanical Engineering",36,1,11,17,7
9130,"University College of Engineering Ramanathapuram","University Constituent Colleges","ANNA UNIVERSITY",RAMANATHAPURAM,"Zone XIV : Karaikudi",4,"B.E Computer Science and Engineering",126,46,36,19,25
9130,"University College of Engineering Ramanathapuram","University Constituent Colleges","ANNA UNIVERSITY",RAMANATHAPURAM,"Zone XIV : Karaikudi",4,"B.E Mechanical Engineering (Tamil Medium)",12,1,4,2,5
9130,"University College of Engineering Ramanathapuram","University Constituent Colleges","ANNA UNIVERSITY",RAMANATHAPURAM,"Zone XIV : Karaikudi",4,"B.E Electrical and Electronics Engineering",37,0,19,14,4
9130,"University College of Engineering Ramanathapuram","University Constituent Colleges","ANNA UNIVERSITY",RAMANATHAPURAM,"Zone XIV : Karaikudi",4,"B.E Civil Engineering (Tamil Medium)",14,5,3,2,4
9130,"University College of Engineering Ramanathapuram","University Constituent Colleges","ANNA UNIVERSITY",RAMANATHAPURAM,"Zone XIV : Karaikudi",4,"B.E Electronics and Communication Engineering",71,22,31,5,13
9130,"University College of Engineering Ramanathapuram","University Constituent Colleges","ANNA UNIVERSITY",RAMANATHAPURAM,"Zone XIV : Karaikudi",4,"B.E Mechanical Engineering",55,7,14,16,18
9130,"University College of Engineering Ramanathapuram","University Constituent Colleges","ANNA UNIVERSITY",RAMANATHAPURAM,"Zone XIV : Karaikudi",4,"B.E Civil Engineering",39,3,14,12,10
9131,"VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Electrical and Electronics Engineering",236,60,63,50,63
9131,"VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Mechanical Engineering",216,41,60,42,73
9131,"VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.Tech Information Technology",355,126,98,80,51
9131,"VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Civil Engineering",159,29,46,44,40
9131,"VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Computer Science and Engineering",570,192,129,120,129
9131,"VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Electronics and Communication Engineering",500,132,130,117,121
9132,"VICKRAM COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",SIVAGANGAI,"Zone XIV : Karaikudi",4,"B.E Civil Engineering",2,0,0,0,2
9132,"VICKRAM COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",SIVAGANGAI,"Zone XIV : Karaikudi",4,"B.E Mechanical Engineering",2,0,0,0,2
9132,"VICKRAM COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",SIVAGANGAI,"Zone XIV : Karaikudi",4,"B.E Electronics and Communication Engineering",3,0,0,0,3
9132,"VICKRAM COLLEGE OF ENGINEERING","Affilated Non - Autonomous","ANNA UNIVERSITY",SIVAGANGAI,"Zone XIV : Karaikudi",4,"B.E Computer Science and Engineering",5,0,0,0,5
9133,"Vaigai College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Civil Engineering",67,9,23,21,14
9133,"Vaigai College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Computer Science and Engineering",218,55,61,58,44
9133,"Vaigai College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Mechanical Engineering",98,12,30,26,30
9133,"Vaigai College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Electrical and Electronics Engineering",120,21,33,38,28
9133,"Vaigai College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Electronics and Communication Engineering",156,37,49,32,38
9176,"Alagappa Chettiar Government College of Engineering and Technology","Government College","ANNA UNIVERSITY",SIVAGANGAI,"Zone XIV : Karaikudi",4,"B.E Computer Science and Engineering",242,58,63,64,57
9176,"Alagappa Chettiar Government College of Engineering and Technology","Government College","ANNA UNIVERSITY",SIVAGANGAI,"Zone XIV : Karaikudi",4,"B.E Civil Engineering",246,56,63,64,63
9176,"Alagappa Chettiar Government College of Engineering and Technology","Government College","ANNA UNIVERSITY",SIVAGANGAI,"Zone XIV : Karaikudi",4,"B.E Electronics and Communication Engineering",229,55,55,59,60
9176,"Alagappa Chettiar Government College of Engineering and Technology","Government College","ANNA UNIVERSITY",SIVAGANGAI,"Zone XIV : Karaikudi",4,"B.E Mechanical Engineering",479,113,118,128,120
9176,"Alagappa Chettiar Government College of Engineering and Technology","Government College","ANNA UNIVERSITY",SIVAGANGAI,"Zone XIV : Karaikudi",4,"B.E Electrical and Electronics Engineering",484,115,118,128,123
9177,"Thiagarajar College of Engineering, Madurai","Govt. Aided","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Mechanical Engineering",265,0,0,132,133
9177,"Thiagarajar College of Engineering, Madurai","Govt. Aided","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Civil Engineering",267,0,0,131,136
9177,"Thiagarajar College of Engineering, Madurai","Govt. Aided","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Electronics and Communication Engineering",266,0,0,135,131
9177,"Thiagarajar College of Engineering, Madurai","Govt. Aided","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Computer Science and Engineering",271,0,0,137,134
9177,"Thiagarajar College of Engineering, Madurai","Govt. Aided","ANNA UNIVERSITY",MADURAI,"Zone XXII : Madurai",5,"B.E Electrical and Electronics Engineering",284,0,0,143,141
9201,"BHARATH NIKETAN ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",82,29,21,24,8
9201,"BHARATH NIKETAN ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.Tech Artificial Intelligence and Data Science",47,47,0,0,0
9201,"BHARATH NIKETAN ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",117,30,23,48,16
9201,"BHARATH NIKETAN ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",156,51,54,33,18
9201,"BHARATH NIKETAN ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",68,12,16,29,11
9201,"BHARATH NIKETAN ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.Tech Information Technology",99,54,27,18,0
9201,"BHARATH NIKETAN ENGINEERING COLLEGE","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Civil Engineering",47,2,15,17,13
9202,"CHETTINAD COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",124,37,29,28,30
9202,"CHETTINAD COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Civil Engineering",12,0,0,0,12
9202,"CHETTINAD COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.Tech Artificial Intelligence and Data Science",60,60,0,0,0
9202,"CHETTINAD COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",229,60,59,57,53
9202,"CHETTINAD COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",85,18,32,0,35
9202,"CHETTINAD COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",195,60,44,52,39
9203,"CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",164,8,47,83,26
9203,"CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering",73,6,16,41,10
9203,"CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",152,42,41,41,28
9203,"CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,,2,0,0,2,0
9203,"CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",106,7,32,50,17
9203,"CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",203,49,60,60,34
9203,"CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Tech Information Technology",101,21,29,32,19
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Computer Science and Engineering",829,159,242,216,212
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Civil Engineering",79,8,16,25,30
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Electronics and instrumentation engineering",29,0,0,9,20
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Electrical and Electronics Engineering",109,26,22,36,25
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Electronics and Communication Engineering",449,57,110,122,160
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Mechatronics Engineering",102,24,37,0,41
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.Tech Information Technology",432,119,124,97,92
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Mechanical and automation engineering",2,0,0,0,2
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.Tech Artificial Intelligence and Data Science",274,66,116,92,0
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.Tech Biotechnology",345,83,94,96,72
9204,"Kamaraj College of Engineering and Technology ","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Mechanical Engineering",314,25,70,95,124
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.E Electronics and Communication Engineering",733,0,264,230,239
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.E Computer Science and Engineering",364,0,128,113,123
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.E Power System Engineering",2,0,2,0,0
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.Tech Chemical Engineering",1,0,1,0,0
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",4,0,4,0,0
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.E Electrical and Electronics Engineering",368,0,133,129,106
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.Tech Artificial Intelligence and Machine Learning",62,0,62,0,0
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.Tech Artificial Intelligence and Data Science",122,0,67,55,0
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.Tech Information Technology",375,0,131,119,125
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.Tech Computer Science and Business System",107,0,62,45,0
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.E Mechanical Engineering",407,0,106,136,165
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.E Civil Engineering",111,0,35,38,38
9207,"M.KUMARASAMY COLLEGE OF ENGINEERING","Affilated Autonomous","ANNA UNIVERSITY",KARUR,,,"B.E Electronics and instrumentation engineering",30,0,0,0,30
9208,"N P R COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Tech Artificial Intelligence and Data Science",61,61,0,0,0
9208,"N P R COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Tech Information Technology",32,32,0,0,0
9208,"N P R COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering",71,14,15,30,12
9208,"N P R COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",269,63,94,48,64
9208,"N P R COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",112,31,30,36,15
9208,"N P R COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",285,126,61,53,45
9208,"N P R COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,,1,0,1,0,0
9208,"N P R COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",148,31,36,46,35
9209,"N.S.N. College of Engineering and Technology ","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",191,13,82,72,24
9209,"N.S.N. College of Engineering and Technology ","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",156,72,32,19,33
9209,"N.S.N. College of Engineering and Technology ","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Civil Engineering",58,8,19,19,12
9209,"N.S.N. College of Engineering and Technology ","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",198,57,58,42,41
9209,"N.S.N. College of Engineering and Technology ","Affilated Non - Autonomous","ANNA UNIVERSITY",KARUR,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",110,13,40,36,21
9210,"Nadar Saraswathi College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",133,25,51,29,28
9210,"Nadar Saraswathi College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Civil Engineering",81,25,30,10,16
9210,"Nadar Saraswathi College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",240,60,60,61,59
9210,"Nadar Saraswathi College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.Tech Artificial Intelligence and Data Science",23,23,0,0,0
9210,"Nadar Saraswathi College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",89,31,29,20,9
9210,"Nadar Saraswathi College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",179,59,32,46,42
9210,"Nadar Saraswathi College of Engineering and Technology","Affilated Non - Autonomous","ANNA UNIVERSITY",THENI,"Zone XV : Dindigul",4,"B.Tech Information Technology",26,26,0,0,0
9213,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",228,0,92,70,66
9213,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Biomedical Engineering",154,0,57,46,51
9213,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",735,0,255,205,275
9213,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering",266,0,83,85,98
9213,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Tech Information Technology",521,0,189,168,164
9213,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",727,0,252,242,233
9213,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",363,0,94,107,162
9213,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,,1,0,1,0,0
9213,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Tech Artificial Intelligence and Data Science",118,0,63,55,0
9213,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Tech Computer Science and Business System",111,0,63,48,0
9214,"RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",132,44,57,4,27
9214,"RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Arch Architecture",20,0,1,8,11
9214,"RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Automobile Engineering",22,2,8,7,5
9214,"RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",29,0,0,15,14
9214,"RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering",7,1,6,0,0
9214,"RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Tech Agriculture Engineering",19,18,1,0,0
9214,"RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Agriculture Engineering",135,0,54,50,31
9214,"RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Aeronautical Engineering",38,9,6,3,20
9214,"RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Biomedical Engineering",98,40,15,19,24
9215,"R.V.S. College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering",43,6,0,27,10
9215,"R.V.S. College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",57,15,16,18,8
9215,"R.V.S. College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",90,8,23,44,15
9215,"R.V.S. College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",80,43,29,6,2
9215,"R.V.S. College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Petrochemical Engineering",13,3,4,0,6
9215,"R.V.S. College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.Tech Textile Technology",82,10,28,32,12
9215,"R.V.S. College of Engineering","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",143,48,55,20,20
9216,"SBM COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Civil Engineering",228,18,76,84,50
9216,"SBM COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechanical Engineering",568,32,164,260,112
9216,"SBM COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electrical and Electronics Engineering",164,22,60,47,35
9216,"SBM COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Mechatronics Engineering",1,0,0,1,0
9216,"SBM COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Computer Science and Engineering",218,60,58,54,46
9216,"SBM COLLEGE OF ENGINEERING AND TECHNOLOGY","Affilated Non - Autonomous","ANNA UNIVERSITY",DINDIGUL,"Zone XV : Dindigul",4,"B.E Electronics and Communication Engineering",248,75,67,47,59
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Electronics and Communication Engineering",705,184,175,167,179
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Electrical and Electronics Engineering",463,126,86,127,124
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Computer Science and Engineering (Artificial Intelligence and Machine learning )",56,56,0,0,0
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Computer Science and Engineering",760,185,190,198,187
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Biomedical Engineering",207,52,42,53,60
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Agriculture Engineering",209,36,48,59,66
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Computer Science and Business Systems",57,57,0,0,0
9217,"SETHU INSTITUTE OF TECHNOLOGY","Affilated Autonomous","ANNA UNIVERSITY",VIRUDHUNAGAR,,,"B.E Mechanical Engineering",609,85,85,187,252
